id,city_name,state
C253c7253-b207-44c5-8992-c16248015967,Los Angeles,CA
C6477b691-2a29-4348-9918-7ee8c52d3317,San Diego,CA
Cc7e57a65-680a-4c82-9dba-1511076fd6b6,San Jose,CA
Cc1c2194b-0df3-49ad-ad58-4ed294da71f8,San Francisco,CA
C8ea07765-dc94-4da7-a87c-1b1607032b3e,Fresno,CA
Caefb27c0-ff16-4e94-89c1-512bd6578a90,Sacramento,CA
C144be8b8-2318-4c2e-9618-8750830ca8eb,Long Beach,CA
C7aa9cf54-d4e5-4806-9879-5fc9288ce222,Oakland,CA
C6f499dd6-aa6d-440b-9f42-dd6079d35b5b,Bakersfield,CA
C2eba4e4a-0ba7-4b78-bc02-c2786bc8be2b,Anaheim,CA
C09ab00d3-7435-4ede-97f2-ca9dbe729855,Santa Ana,CA
C7c91c923-17ad-4ad8-b794-5ae76be91beb,Riverside,CA
Cf9164b82-b7d0-409d-a757-06c5809e4404,Stockton,CA
C1a0dff67-6af2-4bcb-8a23-26ad8074d7cd,Irvine,CA
C0df0e176-798d-4a63-88a2-6e99ed35f7a2,Chula Vista,CA
C30835962-5439-4e88-a00d-5d9a3f9e4cfa,Fremont,CA
Cb0b3d4b0-1458-4e92-981f-3e1aa9e7f216,San Bernardino,CA
Cc8479965-08df-4b22-af03-8ed16fb711c7,Modesto,CA
Cec52a3eb-3bb8-4d91-8759-0577f5271fe0,Fontana,CA
C5055d984-b77b-41f2-a820-3844cd7c2e13,Santa Clarita,CA
Ca4b154c2-6a26-4b49-a169-0bfdb46ba974,Moreno Valley,CA
C5195226c-ce3a-4cbd-9f76-d74dd83baeca,Oxnard,CA
C0e8393db-0036-41fb-bd7d-cf05b594a4f5,Huntington Beach,CA
C0a665276-2af7-4bf6-8d21-1ead913f7014,Glendale,CA
Cfd1f06bf-3da4-4d8e-838f-d2c7b55c9196,Santa Rosa,CA
C4aeee9cf-52a6-45fe-aea9-1a8abea35d74,Ontario,CA
C9dee6ab2-e4f6-45b8-b856-29ea2254686f,Rancho Cucamonga,CA
C809f502e-a5f3-40d0-b80c-871e72c43778,Oceanside,CA
C1c76a93d-ca99-453a-a96a-978e5cd99a8d,Elk Grove,CA
Cf2d4787b-9ae6-4f65-955e-5f21eca3bdb3,Garden Grove,CA
C2c74a801-10cb-460b-be35-8120575e1d9f,Corona,CA
C37973182-6970-4937-a97d-706615667dbd,Hayward,CA
Ccc0ebe72-3e25-4255-ab4b-4712a0948346,Lancaster,CA
Ce483d096-59e0-4d48-992e-13f14bc07862,Salinas,CA
Cead11ae4-1047-41d4-a517-166b1d1b05ff,Palmdale,CA
C8a75c3f5-f30a-421c-b60c-091193f4bd7e,Sunnyvale,CA
C33dc5ae0-a7f3-4ef8-b47f-6a668f44f5bf,Pomona,CA
C4f8c9321-65e1-4431-9b33-2ec1cad290b8,Escondido,CA
C954ad380-085e-436b-a723-15a710bee0e7,Torrance,CA
Ce121f6f5-c5a1-4ac5-8414-689a5380c252,Pasadena,CA
C18afcc5c-d93a-4799-b1a4-cbc1f3e01161,Fullerton,CA
C01bb9583-c3de-49c4-a1c3-7d030d08540d,Orange,CA
C315f13b7-d867-48b3-a7e8-aa42e91aa52f,Roseville,CA
C27363bef-bbd9-4700-917c-0e73fe034beb,Visalia,CA
Cbbe53225-03d3-4730-958f-12242f2154fd,Concord,CA
C979aaab1-7311-442f-ad07-88b2581b7df0,Thousand Oaks,CA
C7fade275-a0d3-466c-9303-94ee78a1383d,Santa Clara,CA
C7cbb9768-6e98-4de1-96dd-f3df31a907cc,Simi Valley,CA
Cd52f57fc-4df5-42ff-babd-4e3c46a07ba3,Berkeley,CA
Cbf44d6aa-1ba2-468d-9cf9-f30847778b63,Victorville,CA
Cde6af30a-01e8-42f3-8118-37de58da424e,Vallejo,CA
C977ff53e-4c3b-411d-b347-bbe24a41ebdf,East Los Angeles,CA
Cec4729ef-c9f4-4d8b-a742-dcf4cbc30c74,Fairfield,CA
C870d4eb3-fa61-45d8-89a5-ce16e4da84d3,Carlsbad,CA
C89e94a05-ad8d-46fa-bc4e-a41fa6ae91a9,Murrieta,CA
Ce4442a69-a766-4d8d-96af-01c2c5e321fe,El Monte,CA
Cc4b29549-d274-455c-a2aa-f749f94ba7fa,Temecula,CA
C4b6f698e-8189-4d9b-8dff-fa9331a01b11,Costa Mesa,CA
C8d91e54d-6842-46a2-861c-6fd294234971,Clovis,CA
C02bb79be-3b17-4091-9ea0-792f21307f65,Antioch,CA
Cd52bb3f1-473d-48bd-a1bd-371b1b394d28,Downey,CA
C9070eb25-515b-4349-b95c-8e107c3f0e40,Richmond,CA
C3aab9e93-ef44-4f5a-b42d-42b9f5bd2a4f,Inglewood,CA
C33242be3-e92f-4149-89fd-7cf71a8909ca,San Buenaventura (Ventura),CA
C5fc6ab7d-a2ae-49fd-a1db-b29a1e4a7d38,Daly City,CA
Ca22ff49a-29f6-49a7-a5d3-af34c4cb3f22,Jurupa Valley,CA
C31f853d1-b626-47b1-a6ec-e0250dec4dd3,West Covina,CA
Cb7530bbc-65cc-44f3-bea1-6b202862c160,Santa Maria,CA
C9095cd16-1219-47ad-8f6a-47cbeb4711d9,Norwalk,CA
C432a8022-b08d-4648-a036-6765b2faa727,San Mateo,CA
C5f9c2ca4-72fe-422a-b617-817fbec3351b,Rialto,CA
Cae36ecd3-540f-49a4-9c5d-9962da47864f,Burbank city,CA
C09cfbcb6-3d53-47d7-bc42-0ea528dff25f,El Cajon,CA
C148eb39d-c849-414f-b08c-20301ad8dcad,Vista,CA
Cac68d42e-367d-4bea-908d-7ba95422640b,Vacaville,CA
Cc90a3ab7-712b-4bac-b2a8-882ddc699414,Chico,CA
C8131a1fc-0d13-4943-9715-d39f8da0f0fa,San Marcos,CA
C8977ff9f-1002-4b52-bf98-7dcf27d6f609,Compton,CA
C48cbb5cc-6721-4fe0-a47e-5ebc3b5d0546,Mission Viejo,CA
Cb020f1c2-2e89-4421-a3ef-aba942ad3cbf,Hesperia,CA
Cf5217e8a-6092-4760-ad0e-a49db2f3d2b7,South Gate,CA
Cadba807c-c966-4ac8-801a-62e9d100c575,Arden-Arcade,CA
C72f727c9-0659-4c52-8c28-e8d3d1bcd919,Menifee,CA
C3b69d9b1-54d6-4964-a8cd-b1eb2d643744,Redding,CA
C167cb559-d5c0-460e-8625-e9f15100e954,Livermore,CA
C5d9bff7e-d0b4-4c9b-a777-298ac90d918c,Santa Monica,CA
C14ff4f8d-7cd0-4e9c-8262-83f91a87d9df,Tracy,CA
C1e09c3f0-dc6c-4294-b66c-2f17b44d2efa,Carson,CA
Ccbc858e9-94ec-47f6-84c9-a45a17744b44,Santa Barbara,CA
Cb5eae8eb-3e66-4d84-97da-e288ee0f0665,Westminster,CA
Cf61f895b-1fd5-4364-a2a0-d3d5aa531386,San Leandro,CA
C7094916d-dc9e-4354-bb74-c348136268f1,Indio,CA
C63918b92-93dc-474d-8de2-aad1da3b2439,Chino,CA
Ce822c09f-a39a-4295-acda-cd348d9cca44,Citrus Heights,CA
C2f69dac9-a239-47d0-927b-89fd126e8dd0,Newport Beach,CA
C1fb84ea5-e42b-41b6-a57a-9ea11ebb6957,Hawthorne,CA
C7aa230b9-0659-487f-95c5-90c2dbcf10d5,Whittier,CA
C3cd16d97-4d91-4b64-ae00-8cb191f99f31,Hemet,CA
Cb0510d21-d27a-47df-810e-969e623471d1,Lake Forest,CA
Cf5556053-8c22-4632-b358-d555e2eab1fd,Redwood City,CA
Cbaa0940a-0851-408c-9d0f-a273f0c2ffb0,Alhambra,CA
Cc42c61cf-8987-417c-bd2f-a8a04e702681,Merced,CA
Cf565f247-61b9-46b6-82ce-54cfcb559f84,Chino Hills,CA
Ce460d6c2-323e-432e-a964-a439111b39d6,Buena Park,CA
C80a150c4-4a17-494c-b9b1-c68cacb9b734,San Ramon,CA
Cd16073bb-8f28-4e30-b6bd-05fa0425a818,Manteca,CA
C09dcb6c5-b05c-4132-bdff-644306b5dfe8,Tustin,CA
Ccc1127e4-26d3-4cd7-980c-0335fe929e5f,Mountain View city,CA
Ca6b0baf5-0e1c-40f8-9313-3cbc4883078e,Pleasanton,CA
C43f3ae58-4488-4105-8e19-ae87a346a611,Alameda,CA
Cad695254-5d87-44a8-8e92-4e2d1d90d8d6,Lakewood,CA
Cd033a77f-2316-43f3-a5e8-8f5c45ec7fde,Folsom,CA
Cacf97018-1063-48c0-ab28-2c2d0b246073,Napa,CA
C32377bf3-3325-4a7f-b62f-371331c0fddb,Perris,CA
C28c52ba0-9668-4402-b2c5-7ec0d767368e,Upland,CA
Cee3e5d89-b13f-40b1-88c2-f115b31bd2c1,Bellflower,CA
C1fc2f9c8-a59d-4361-b4b7-5b8912e7ec02,Baldwin Park,CA
C909f3d5d-040c-43e0-9637-8763cdef51ec,Carmichael,CA
C72a3c594-9866-4881-9dcd-b75d7dc80f15,Milpitas,CA
C66a0b10a-5439-4f66-a0b3-4a8881a08d39,Union City,CA
Cc33b40f7-9120-4c7b-8d9c-e073c1dfac09,Rancho Cordova,CA
C6fc18702-3376-4f93-ba97-5f53b3bfd331,Apple Valley,CA
C1b968db2-fa7b-4822-9670-1c335507c75a,Turlock,CA
C15b1cf82-341c-48d2-b362-108b66422f09,Pittsburg,CA
C2d3ca37e-8c9d-454a-aa0f-63205992dee9,Redlands,CA
C6f9bbcc7-7f12-43ae-bc93-39796b90c17c,Walnut Creek,CA
Cfe704e7a-6256-49b2-9999-e204f7193b76,Lynwood,CA
C04f051f7-9e58-4159-88a6-15f3dc14526e,Davis,CA
Ccdfc0930-004c-428c-9af9-302eb06f42ac,Camarillo,CA
C31f806b9-059b-4c70-9d28-3d05ea5466e0,Yorba Linda,CA
C5e1baf07-cafb-403d-a16e-e9d3be1c6edd,Palo Alto,CA
C7436d48c-2686-4dc9-a095-8c3a5884f275,Rocklin,CA
C37ccf65b-1d7b-45c9-89ba-2aef12db23b4,South San Francisco,CA
C871e384a-787b-4081-86fe-275464d36775,Redondo Beach,CA
C72e56324-efd0-40bb-8f66-a25e9852c789,Yuba City,CA
C293acb56-240d-40c7-a2e5-95cd64191588,Lodi,CA
C5175c4a4-e1c0-444d-835c-1084a4dc1d23,Eastvale,CA
Cb6046c46-c05a-4952-a1a7-534aa296e88e,Madera,CA
C39e19092-d9c2-41cf-8111-f5e40c3c010a,Laguna Niguel,CA
C2900cc1e-f07a-48fc-8fe8-e1e0e9da95c1,Santa Cruz,CA
C4c497e13-5cb3-473d-a09d-58743532c666,San Clemente,CA
C597ff90c-92c5-4472-aff3-7407c5c05751,Florence-Graham,CA
Ce438fa3a-f6fa-48a9-b979-92c101366f2b,Tulare,CA
C40f9c400-5123-42af-8701-2457709e6cd4,Castro Valley,CA
Cece7ad02-e151-49eb-8c6b-3656d50afe14,Lake Elsinore,CA
C5076c6de-b4fa-484f-8a03-8712f8becff8,Dublin,CA
Ca6c8ade1-c535-4c1a-9646-64f75f9fd366,Brentwood,CA
C8c9162c7-d6fb-45e5-afc7-fc5a820ce52b,Encinitas,CA
Cdfd0bdd7-d808-4118-af27-5a8525be01bf,La Habra,CA
C7070d885-3e48-437e-8475-0b5eb504c193,Montebello,CA
C882ccdd4-621e-466a-8491-a3f95bc18510,Pico Rivera,CA
C41149300-75c9-4f29-a6ee-8ca8da3812cd,National City,CA
C22df9297-d9de-4848-8875-52e1c0b02972,Petaluma,CA
C76f17b1f-1669-44d5-9828-b697096cd70e,Monterey Park,CA
C380c8844-e5d2-480a-8cff-3bc2728afb90,La Mesa,CA
C3f353bf7-cd6d-4710-940e-b27309d8c913,Cupertino,CA
C16ff2d02-d30d-405e-a20f-ec6b44689e3f,Woodland,CA
Ce9d47a72-aa4d-4cd1-a651-510a8feb5922,Gardena,CA
C7cab4ff4-614b-44a6-9076-52a2efcd0cc3,San Rafael,CA
Ce4f03fd6-49d3-4af7-a569-de751adc2d6e,Porterville,CA
C7a3fe132-4671-4202-90d4-6fa0878a1b0a,South Whittier,CA
C7b0dcd85-ed99-4f2f-b96e-4aaf666f943a,Huntington Park,CA
C5c70cf1f-f8eb-41cb-bf2b-26053d107e72,Santee,CA
Cc9e44bb4-3790-469b-adf7-b45c5dcc20ee,Hanford,CA
Cfe4dd033-7c8e-46c0-9cfb-57b8b5c402aa,Arcadia,CA
C14a6c6d1-2842-44c2-93f2-d3250ca3f345,Fountain Valley,CA
C67546cad-ac4c-4f92-8437-cf8c9aa2932c,Diamond Bar,CA
C089256d0-c120-4341-af7c-97533b1a2041,Hacienda Heights,CA
Ccbddd905-2835-4f95-a49a-929e4b542dd8,Highland,CA
Cec601b5c-3222-4713-94ac-89146f1039c4,Gilroy,CA
Cafb3db71-83e3-4482-bb9c-d5ba9ee00b50,Cathedral City,CA
C1c3839d9-25cc-48e9-8c0b-1f2d62099256,Yucaipa,CA
Ccb335504-e316-4b51-87f9-b482cd4861d2,Colton,CA
Cbb741bc8-13ec-4f0b-aea5-638b349f4fa0,Paramount,CA
Ca72692ec-7ae0-4ab6-ac05-460f97d5cb73,Rosemead,CA
C182a6914-ae4f-4a41-87f2-af431d812f68,Novato,CA
C601b7581-60e9-4cfe-8de1-f4916f8c58fb,West Sacramento,CA
C0c321a70-6eab-415a-b84d-f671f05eee34,Palm Desert,CA
Cae219036-4395-4587-9b96-8920606132c0,Delano,CA
C87f360aa-da24-4ffb-b9e9-0b278d961605,Watsonville,CA
C8a91da72-1f26-4631-b6ce-be8a61e509ae,Placentia,CA
C8539ba61-3dbd-4190-8e46-4c2ae9aef93b,Glendora,CA
Cf5e27b42-5615-4703-8804-3bb6e3623bd0,Aliso Viejo,CA
C7ff521c3-00cc-40f2-b0ae-ada804e5acc6,Rowland Heights,CA
Ce103f372-6e12-487d-966c-fe04f43dd305,Poway,CA
C5adcbb27-a6a0-4855-ba57-6f61a84fed5b,Azusa,CA
C601cf757-4edd-4ec7-a531-3da6c0222677,Cerritos,CA
Cd573a432-9f8f-453d-b807-a1855f785d6a,Cypress,CA
C6f1354bf-2c10-455d-b06c-c91e73a1b348,Florin,CA
C07f1ed08-7e7b-4d4f-89c8-415b78b7a195,San Jacinto,CA
C2b15d5c8-5bb6-4312-81e1-9c78bbdb0bb8,North Highlands,CA
C83a34ced-b170-4e4e-9856-090f6c64be03,Antelope,CA
C7f22b6da-625e-4d25-8cc4-2e3682090931,Palm Springs,CA
Cb69ecdfd-99e1-4ea7-ae7f-fa19f3ee1c84,Ceres,CA
C71a3f1a5-bb8e-4100-ab1b-28c170fac47f,Rancho Santa Margarita,CA
C42c5dda2-16a8-43f2-ad8e-5c29483cf7dc,Beaumont,CA
Ca2ed3fed-5e8c-441e-b5f9-7387939ed2d9,La Mirada,CA
Cb0ae72a1-37d5-4b02-943d-2539dd9f8231,Lincoln,CA
C61264ded-c5cd-4c42-a7b8-2857975342ab,Newark,CA
Cfcf1764a-c9bb-46a3-a4bf-d3263762e1ac,Covina,CA
C392f3446-e710-4bcd-9752-3bd9a45476a0,San Luis Obispo,CA
Cefd91001-6e3b-4f9d-b581-e17bfc4fbef1,El Dorado Hills,CA
Ce1c11a89-2856-40d6-a141-9ce291f6d7ba,Coachella,CA
C4fbbd2f7-1fdb-41b7-bbfd-85d71fa2f2d9,Danville,CA
C48a1b8cf-5284-4a15-8854-082548e2bf22,Morgan Hill,CA
Cfb9283d0-2fb0-4e08-9b9a-cc1d7bff8536,San Bruno,CA
C6abfcb86-d584-4894-911a-10a124e4251d,Brea,CA
Cacf2ac14-745c-40c2-8601-5bc4a52cf7ea,El Centro,CA
Cbe53270f-c9a2-4e5e-b558-1803be294b7d,Altadena,CA
C1967fdb7-0b1b-48d4-8147-cbc95f2dfb13,Campbell,CA
C8fda57c9-f598-484a-874d-e17184881208,Lompoc,CA
C22572614-c94b-4e01-b3f3-817edc5efa99,Rohnert Park,CA
C8cdc9c54-7e6a-46d3-a445-56458a30f12e,Bell Gardens,CA
C42699d1c-0d3e-4b23-a5fa-e2bc5051acfe,Oakley,CA
Cfeb73e3c-545d-4bff-94a6-7b4ca2e01323,La Quinta,CA
Ca1de6d96-564b-4c55-bb92-0252c9e9218c,Rancho Palos Verdes,CA
C8626edad-6f5d-4b41-808d-7b5a492e6464,San Gabriel,CA
C48e1a05a-3a6f-4e11-b515-93592e649c02,Hollister,CA
C10a5c482-1ced-41fe-9acd-6695f9516c24,Montclair,CA
C770a1517-a999-4d63-99ff-df03fab48e88,Calexico,CA
C360bd89a-1954-4f79-bc11-0224ec8b61b4,Vineyard,CA
Cdea0caa7-ba78-44b4-87bc-cfd5c2c4e866,La Puente,CA
C4b60153f-13e7-48f9-8523-c0bbe1f08a6c,Los Banos,CA
C11eb426d-3889-416b-90f4-12a360c9d15d,French Valley,CA
Ca6bc95f9-ac42-4deb-8481-19fb4f06590e,Culver City,CA
Cad27a3f7-cf08-4690-b3ab-31ec881b1ebc,Pacifica,CA
Cc708768f-2293-491a-8dd6-5d0212c7907b,Martinez,CA
Cf8e7ec5e-87d9-4a94-a394-17864ed3033d,Stanton,CA
C948118b5-e893-4b14-9c64-94cfaa42a778,Monrovia,CA
Cf2fab30b-c4ac-4617-b14d-4f2ea699ac15,La Presa,CA
C4b936182-4eb8-4c9d-b975-5aefeeda96b5,Moorpark,CA
C894d0010-35b7-4638-b13a-5b9256843a9a,Wildomar,CA
Cbcefd408-bedf-4c2c-ad87-cbbceb7a0b8b,San Juan Capistrano,CA
C21884e45-0ad6-4e24-9323-50572e8df8b5,Foothill Farms,CA
C2a823155-fecd-4ff2-b538-b74692e03246,Temple City,CA
C9f737fca-d51f-4bc4-bc37-287d871afca0,Claremont,CA
C466245b3-8483-4b44-8dab-4bf1579dae2f,Oildale,CA
C26306b54-89b2-4308-a1e2-2d353233e490,West Hollywood,CA
C3b455f7c-5f7a-4c20-9a10-bd6792a40c72,Bell,CA
C0025eff2-8715-4531-98bc-11d740744813,Menlo Park,CA
C4efafd09-d306-484c-bbf3-4cf374e153fa,Westmont,CA
Ce8d6bc68-6fc9-41a0-9ab2-fac0ba4e5072,Manhattan Beach,CA
Cba146986-deb7-43a5-9f5c-a8e941f4a41f,Orangevale,CA
Cd782cb34-2382-4c6f-a5d6-646708a35c62,Pleasant Hill,CA
Cc9b615bd-2ec5-4a41-b13b-d4922f8e348b,Adelanto,CA
C9aa4d07b-d023-4fb9-85c3-b2df4d6a2cb6,Seaside,CA
Cfe128e79-a343-4c01-bd04-e5531747a176,San Dimas,CA
Cafb8601c-4535-45b4-b62e-415c084182e4,Dana Point,CA
C9a10676a-d9ba-4155-9230-35f8d4ed4abf,Beverly Hills,CA
C742b6ab7-a33c-462f-97db-ef5965a7d5dc,Foster City,CA
C434faa47-2220-478c-a9f1-c3b1a9291dee,Lawndale,CA
C0f67de27-b598-4757-a041-075d2bd87d0a,Fallbrook,CA
C39a06475-38ea-4c5f-b459-e0ccc81bccc4,La Verne,CA
C9cc9f50b-6122-48ad-b9a7-e69c745207e3,Goleta,CA
C45ae0ad9-de3f-4a09-9820-2f37abfecc89,Los Gatos,CA
C4f75577e-ade4-4712-a3f4-847acdbd1d60,Spring Valley CDP,CA
C7c45e24b-9ff9-4467-b5a1-cf34c299d267,Laguna Hills,CA
Cbc6ac1bb-04a4-4540-8699-479e2098ac9a,El Paso de Robles (Paso Robles),CA
C7bd27fc7-eb5e-44fd-b72c-202ad5dfe5f2,Orcutt,CA
C45bfd275-2080-45b7-a190-3ca048a7897f,Saratoga,CA
C6d639a8c-7244-45b6-8267-268d1e602efb,San Pablo,CA
Cd8f75215-58a8-47d3-a10a-cf640e92ead4,Fair Oaks,CA
C370396ca-62cd-4369-9b38-2de1d4c39a9f,Los Altos,CA
Cbfae444e-be31-487c-b690-0d40cb51bf2d,Atascadero,CA
Ccffd7307-1910-492a-be21-9a0df96f1f3e,Atwater,CA
C25f230a2-01ae-4b35-8e55-2ffd8b9a2800,Santa Paula,CA
Caa34f0e1-394f-44a3-885c-a8691c468004,Banning,CA
C32e9f407-fc4d-4ea0-9b6d-166275a331df,San Lorenzo,CA
Cdb35d800-b6bf-4e82-978e-12c1bcf7c31e,Burlingame,CA
C429614d8-b16a-4f15-a01a-411152437f94,East Niles,CA
Cbcbc7e38-82be-45fb-a030-616c36b5b8cf,Eastern Goleta Valley,CA
C75280b5a-399d-4663-808e-245aff5abddb,Walnut,CA
C402cb948-e983-4f6b-89d1-9714918768ee,San Carlos,CA
C513b131d-2ff3-4e54-b27c-c621f24d5bd4,Suisun City,CA
C5a75bd3e-f06c-4ed8-bcde-fa42e0aca516,East Palo Alto,CA
Cdc9c21e9-84fe-4eee-8901-6d4d6095ef6c,Desert Hot Springs,CA
Cd8c253af-b39a-4ea8-a5e3-353d4256fac4,Ridgecrest,CA
C5ddb3238-5133-43f7-9345-a074b81248d1,Monterey,CA
C19d6a877-37cb-4532-8d8c-7445f6b333f8,Temescal Valley,CA
C8d46c30b-7d7d-4f77-a2fd-1ba7e834681e,Benicia,CA
C2b44d1ad-d4cf-4885-b666-08752a562fa3,Windsor,CA
Cf183422d-e052-4367-ba76-f1fba3b26255,Wasco,CA
Cc5158791-2ee3-42e7-a515-f75b622c7a41,Imperial Beach,CA
Cd8d04b0f-e494-41a0-9d3c-7c2c8496b13f,Maywood,CA
C4ac7bd0c-6359-43a7-96a2-ae2a3ab48888,Norco,CA
C462b8b12-9579-4b8c-8782-4f48a14071e8,Belmont,CA
C8ccc7755-558d-473f-a3f6-96333b6dc103,Eureka,CA
Cd108f1c3-e178-4601-a7e3-7558a05012a4,Twentynine Palms,CA
C2524abd7-47fe-4fa0-a3ce-10d24a5e32b5,Sanger,CA
C7a46edc8-c17f-4b7c-93b6-3fa65953c58b,Lemon Grove,CA
Cb3896a88-a02d-4a67-aa7c-78c0517a1093,Galt,CA
C20ce8f99-5b28-4e0e-9173-e82e7f145b37,West Whittier-Los Nietos,CA
C430d528c-6123-41b2-b7ee-ef06858fea80,Hercules,CA
C5c45d0b7-0b56-430a-bb47-7233cb9eff2b,Lafayette,CA
C2a8d4e9d-f22f-4ee5-8963-517040da14ef,Brawley,CA
C81c1b1e8-566e-4333-b3c6-8e8471826a2d,Lemoore,CA
C047b0de8-e10b-4ca5-81de-46334098d4b3,Reedley,CA
C84bad44f-8a18-4935-bde4-ce71941850ba,Soledad,CA
C6f78f97d-44a5-466a-be51-13ca7728b142,South Pasadena,CA
C6ba93ad1-8860-48d3-8d46-b4aef208bcfb,Bay Point,CA
C278ff985-63b1-4109-ab26-302a30bbc384,El Cerrito city,CA
C52c646bd-8989-42e0-b0f6-6d99f45dcf7a,North Tustin,CA
C40541d67-9001-471e-9b61-8bf5fee51668,Ladera Ranch,CA
Cc5b5b695-2f9a-48d0-a1fb-9d57d3780bf4,Riverbank,CA
C94e12019-008d-4717-8f8e-630eece4dbdf,Coronado,CA
Ca4288868-d575-4a51-aecc-4f0ed42f4625,Dinuba,CA
C705b2568-3145-4043-9201-1bc6303daa7a,Selma,CA
C8e5f451a-bc7b-4534-a522-908b055d4017,Willowbrook,CA
C47600fc9-3730-4b2f-b47d-56f12603079f,Seal Beach,CA
C419d1609-8446-4989-ac8d-df045f6da1a0,San Fernando,CA
C3ba01399-31df-4814-9d4c-5fb461c612c7,Loma Linda,CA
C89506578-b9bf-4598-80fe-13b2a7f029c1,Lathrop,CA
C5e51ec2b-005c-400c-9e6e-9047ba0ff9ef,Calabasas,CA
C12ad95db-f88c-4d92-8c43-b1cd5519cae2,Rosemont,CA
Cb7bf2b62-34cd-467b-b367-7851f3935c76,Cudahy,CA
C24f61984-ea39-4ace-b285-bb3acea0bd24,Ashland,CA
C4b250a30-f757-4a05-b92e-24b4a8259f46,West Puente Valley,CA
Cb81d356a-6bc3-4dff-b466-f5fc7335be11,Barstow,CA
C4031ca00-332c-4e89-81a0-1f162382b96b,East San Gabriel,CA
C52c20bd8-59df-4a09-9ccb-df6adcdc3667,Millbrae,CA
C662d2ce0-943b-478c-addb-0d9e523d9b84,Laguna Beach,CA
Ca9a6a09d-544c-4145-a5b6-758471a0b126,Oakdale,CA
Cd2477f7a-03cc-4a8d-b67a-373a7b853ded,Granite Bay,CA
Cea2d51b7-256e-459c-bb9c-368399670b2e,Winter Gardens,CA
C6034f2cc-61f8-497f-b4eb-9dcb42110606,West Carson,CA
C685fdc5c-2f71-42a2-a694-6d9dcf95cf9b,Valinda,CA
C3dfbc490-09fa-4342-b81c-aad30854dbbc,South Lake Tahoe,CA
C53ae190b-62e5-4b27-9e12-b93481891deb,Lennox,CA
C8cdc2887-6e56-4324-a7f2-2edb67051c7b,Patterson,CA
C3eebfb46-f236-4893-8c8a-d10eee2a99ff,Corcoran,CA
Cd8e21b5e-36d8-42b6-ac70-32bc975c1836,Port Hueneme,CA
C96272fe4-5e53-45f6-861a-f2b40a6027e2,West Rancho Dominguez,CA
Cef3f95e5-eaa8-498a-86c0-28a441325cf1,Marina,CA
C6d48e94d-b00c-44f7-9874-d0d2727754ad,Bloomington,CA
Cbd841833-cd42-478f-b8fc-d7d164fcf23d,Linda,CA
C7214daf6-7f96-4c78-8ec0-8a0c186675d6,Yucca Valley,CA
C8a524e5e-45cb-4ccc-beb8-e47a547777a8,Ramona,CA
C08b607fc-7330-48c0-9d2a-e5dcff1eaf04,Rancho San Diego,CA
C1764c9e9-aa25-47bc-a241-2c283dcf2ae7,Duarte,CA
